skill,skill_aliases
licences regulation,coverage of licences regulation|licences as a means of regulation|licenses regulation|process of licence regulation|regulation by licences|scope of licences regulation|types of licence-based regulation
life sciences,living organisms science
lift safety legislation,lift safety|lift safety laws|lift safety regulations|lift safety rules|local legislation|local lift safety laws|local lift safety legislation|local lift safety regulations|local lift safety rules|safety legislation regarding lifts
lift safety mechanisms,lift governor|lift safety brake|lift safety devices|lift safety equipment|mechanical safety devices for lifts|safety mechanisms for lifts
lightgbm,
lighting techniques,light techniques|lighting methods|lighting practices|lighting procedures|lighting technique
limburgish,ability to comprehend spoken and written limburgish and to speak and write in limburgish limburgian|competent in limburgish|limburgic
linguistics,scientific aspects of language|scientific study of language|study of language|study of languages
linq,language integrated query
linux,
lip reading,interpreting lip movement|interpreting lip movements|lip-reading|speech reading
